Temperature_Sensor_Sample_Input,Humidity_Sensor_Sample_Input,Light_Sensor_Sample_Input,CO2_Sensor_Sample_Input,HumidityRatio_Sensor_Sample_Input,Golden_Reference_Occupancy
55944,1816,5361,1409,4236,0
55944,1889,5085,1281,4309,0
55504,1816,5212,1226,4151,0
55065,1816,5149,1166,4067,0
55944,1889,4958,983,4309,0
55504,1889,5339,1105,4224,0
54186,1694,5255,1091,3778,0
54186,1669,5212,983,3754,0
54186,1742,5848,943,3827,0
54186,1889,4916,1216,3971,0
54186,1889,5202,1166,3971,0
54186,1969,5435,1186,4051,0
53786,1889,5361,1145,3895,0
53653,2211,5043,1199,4187,0
54186,2284,4661,1196,4362,0
54186,2504,5297,1213,4579,0
53786,2504,4916,1186,4501,0
52587,2504,5043,1024,4270,0
52587,2504,4916,1125,4270,0
53387,2504,4534,1308,4424,0
52587,2504,4534,1084,4270,0
52587,2504,5000,1132,4270,0
52587,2724,4238,1125,4485,0
52587,2797,4238,1105,4557,0
52587,2797,4238,1216,4557,0
52587,2797,4238,1226,4557,0
51508,2724,4216,1247,4277,0
51149,2797,3687,1328,4279,0
51149,2797,3687,1287,4279,0
51149,2797,4449,1155,4279,0
51149,2797,4449,1186,4279,0
50749,2929,3835,1115,4331,0
50350,2929,4142,1155,4254,0
50749,3061,3952,1166,4459,0
50350,3061,3687,1044,4382,0
49550,3061,3687,1321,4228,0
50083,3061,3687,1253,4330,0
49950,3134,2966,1054,4376,0
49550,3158,3786,1145,4322,0
49550,3280,3888,1024,4441,0
49550,3354,3432,983,4512,0
49550,3354,3432,1358,4512,0
49550,3515,3242,1318,4668,0
48751,3515,2669,1247,4513,0
49018,3568,3489,1172,4617,0
48352,3434,3284,1328,4358,0
47952,3595,3284,1368,4436,0
47952,3676,3326,1318,4513,0
47952,3676,3136,1348,4513,0
47366,3676,3136,1226,4400,0
47512,3822,3136,1125,4569,0
47512,3749,2956,1145,4499,0
46194,3969,2415,1078,4454,0
46194,3969,2956,983,4454,0
46194,3969,2881,1024,4454,0
46194,3969,2881,1348,4454,0
46194,3969,2729,1186,4454,0
45661,4164,2627,1186,4537,0
45794,4188,2881,1003,4587,0
45794,4262,2881,1145,4657,0
45128,4349,2119,1159,4611,0
45394,4393,2426,1125,4705,0
44595,4262,2733,1206,4424,0
44595,4262,2733,963,4424,0
44595,4525,2203,1186,4675,0
43876,4525,2309,1105,4534,0
43876,4598,2627,1044,4604,0
43876,4672,2627,1186,4674,0
43157,4818,1864,1186,4672,0
43157,4818,2161,1166,4672,0
43157,4818,2655,1186,4672,0
43157,4818,2458,1176,4672,0
42624,4926,1864,1132,4670,0
43157,5060,1864,1206,4901,0
42357,4979,1864,1226,4668,0
41558,5140,2161,1206,4664,0
41558,5140,2277,1368,4664,0
41558,5140,1921,1186,4664,0
41558,5214,2023,1206,4733,0
41558,5360,2330,1125,4871,0
41025,5433,2330,1105,4835,0
40759,5580,2140,1074,4921,0
39960,5433,1568,1186,4627,0
39960,5726,1568,1186,4901,0
39960,5726,1568,1054,4901,0
39960,5726,1568,1064,4901,0
39960,5924,1568,1135,5086,0
39960,5990,1568,1105,5148,0
39960,5990,1568,1084,5148,0
39081,6063,1568,1105,5043,0
38202,5990,1568,1064,4802,0
38202,6063,1854,1064,4870,0
38202,6283,1419,973,5074,0
38202,6283,1624,1118,5074,0
37802,6283,1419,1135,4995,0
37802,6283,1419,1237,4995,0
36603,6283,2034,1267,4760,0
36603,6444,1419,932,4909,0
36603,6605,1727,963,5057,0
37136,6703,2034,1118,5253,0
36603,6898,2034,1064,5328,0
36603,6898,2034,1024,5328,0
36603,6898,1794,1010,5328,0
36315,7074,1674,1095,5433,0
36124,7093,1727,1014,5413,0
35524,7191,1366,1095,5384,0
35165,7191,1546,1003,5312,0
35165,7191,1313,929,5312,0
35165,7389,1568,932,5494,0
35165,7454,805,1226,5555,0
35165,7454,1313,1115,5555,0
34365,7601,1313,1084,5530,0
35165,7747,932,841,5824,0
33566,7747,837,841,5504,0
33566,7909,1123,1084,5651,0
33966,8070,805,1064,5879,0
33566,8070,1017,902,5798,0
33566,8216,1017,983,5932,0
33167,8289,1017,943,5919,0
32501,8070,1017,1024,5585,0
33167,8289,1017,1155,5919,0
32501,8363,1017,1118,5852,0
31968,8363,1017,1024,5745,0
31968,8582,1017,943,5944,0
31968,8538,1017,1115,5904,0
31968,8919,1017,1267,6250,0
31968,8919,508,1267,6250,0
31089,8919,254,991,6072,0
30210,8919,254,1084,5895,0
30649,9066,254,841,6116,0
30210,9066,254,1074,6027,0
30210,9139,254,1257,6093,0
29677,9017,254,1348,5876,0
30210,9373,487,983,6304,0
29810,9373,572,932,6223,0
30210,9534,423,1024,6450,0
29677,9534,395,1159,6341,0
29677,9534,395,1281,6341,0
29011,9454,296,1044,6134,0
29011,9534,296,1054,6206,0
28611,9534,296,1166,6126,0
28611,9534,444,1054,6126,0
28611,9534,593,997,6126,0
28611,9534,593,1054,6126,0
28611,9754,444,1105,6322,0
28611,9974,593,1125,6519,0
28611,9974,593,1145,6519,0
28611,10120,593,1078,6650,0
27532,10252,593,973,6548,0
27532,10384,593,932,6666,0
27532,10252,593,973,6548,0
27173,10603,593,1003,6788,0
27173,10677,593,1135,6853,0
27173,10677,593,1145,6853,0
27173,10999,593,851,7140,0
27173,10999,593,1024,7140,0
27173,11072,593,1216,7206,0
26640,10989,593,1145,7022,0
27173,11219,593,963,7336,0
27173,11292,593,902,7401,0
27173,11292,197,1145,7401,0
27173,11292,0,1226,7401,0
27173,11438,0,1064,7532,0
26107,11389,0,1024,7267,0
27173,11585,0,963,7662,0
25574,11389,0,1010,7157,0
25574,11585,0,1024,7330,0
27173,11585,0,1226,7662,0
25574,11585,0,1064,7330,0
25574,11585,0,1064,7330,0
25574,11585,0,1105,7330,0
25574,11717,0,1084,7447,0
25574,11848,0,767,7564,0
25574,11848,0,882,7564,0
25574,12141,0,983,7823,0
25574,12141,0,1166,7823,0
24775,12141,0,740,7656,0
25574,12141,0,983,7823,0
25574,12356,0,848,8013,0
25574,12561,0,1091,8195,0
25574,12610,0,1084,8238,0
23976,12464,0,1105,7774,0
23976,12464,0,943,7774,0
25574,12464,0,902,8109,0
23976,12903,0,1105,8160,0
23976,12756,0,1024,8031,0
23976,12756,0,902,8031,0
24775,12756,0,902,8199,0
23976,12756,0,861,8031,0
23976,13049,0,943,8289,0
23976,13181,0,1084,8405,0
23976,13225,0,1159,8444,0
23976,13181,0,1186,8405,0
23976,13313,0,922,8521,0
23976,13313,0,963,8521,0
23976,13313,0,1172,8521,0
23976,13313,0,1186,8521,0
23976,13606,0,1105,8779,0
23976,13606,0,993,8779,0
23976,13606,0,983,8779,0
23976,13767,0,922,8921,0
23976,13606,0,841,8779,0
23976,13606,0,943,8779,0
23976,13606,0,1064,8779,0
23976,13914,0,1044,9050,0
23976,14075,0,922,9192,0
23390,14123,0,1051,9109,0
23536,14294,0,1206,9291,0
23976,14221,0,1003,9321,0
23976,14221,0,902,9321,0
22217,14221,0,861,8944,0
22217,14221,0,1024,8944,0
22217,14319,0,740,9029,0
22217,14514,0,699,9200,0
22217,14690,0,970,9353,0
22217,14690,0,1078,9353,0
23976,15071,0,983,10069,0
22217,14778,0,1247,9430,0
22217,15071,0,902,9686,0
22217,15071,0,861,9686,0
22217,15071,0,1010,9686,0
22217,15393,0,1166,9968,0
22217,15393,0,821,9968,0
22217,15393,0,834,9968,0
22217,15393,0,821,9968,0
22217,15393,0,780,9968,0
22217,15686,0,1064,10224,0
22217,15539,0,1145,10096,0
22217,15686,0,1206,10224,0
22217,15686,0,1287,10224,0
22217,15686,0,1105,10224,0
22217,15979,0,821,10481,0
22217,15979,0,943,10481,0
22217,15979,0,1145,10481,0
22217,16110,0,821,10596,0
21685,16242,0,875,10594,0
21418,16242,0,861,10535,0
21418,16389,0,983,10663,0
20619,16389,0,1044,10487,0
20619,16242,0,1064,10359,0
22217,16535,0,780,10967,0
21418,16696,0,1186,10931,0
20619,16857,0,1078,10894,0
20619,16857,0,780,10894,0
20619,17150,0,861,11149,0
20619,17150,0,861,11149,0
20619,17297,0,902,11276,0
20619,17443,0,983,11403,0
20619,17443,0,983,11403,0
20619,17443,0,983,11403,0
20619,17443,0,943,11403,0
20619,17575,0,1024,11518,0
20619,17707,0,618,11633,0
20619,17707,0,821,11633,0
20619,17707,0,902,11633,0
20619,18000,0,1084,11887,0
20619,18000,0,1044,11887,0
20619,18000,0,1105,11887,0
20619,18322,0,1024,12167,0
19180,18000,0,983,11564,0
20619,18322,0,922,12167,0
19900,18242,0,943,11935,0
20140,18312,0,912,12050,0
19180,18322,0,780,11842,0
19900,18469,0,943,12132,0
19900,18469,0,1145,12132,0
19180,18322,0,983,11842,0
19180,18615,0,1024,12096,0
19180,18615,0,943,12096,0
19180,18996,0,1024,12425,0
19180,18908,0,902,12349,0
19180,19172,0,1145,12577,0
19180,19172,0,943,12577,0
17582,19172,0,882,12213,0
18381,19172,0,1024,12395,0
18381,19172,0,1064,12395,0
19180,19367,0,1105,12746,0
18381,19172,0,1166,12395,0
18381,19318,0,1084,12521,0
19180,19464,0,1064,12830,0
17582,19318,0,963,12339,0
19180,19318,0,821,12704,0
17582,19464,0,1064,12465,0
19180,19679,0,1078,13016,0
19180,19626,0,902,12970,0
18381,19933,0,1044,13051,0
18381,19787,0,1145,12925,0
18381,20080,0,1145,13178,0
18381,20226,0,1186,13304,0
18381,20226,0,1105,13304,0
18381,20080,0,1105,13178,0
19180,20504,0,1267,13730,0
19180,20373,0,1226,13616,0
18381,20373,0,1166,13430,0
19180,20373,0,1125,13616,0
18381,20944,0,1105,13923,0
18381,21251,0,1186,14188,0
17582,21398,0,882,14127,0
18115,21349,0,1010,14210,0
17582,21447,0,1172,14168,0
17582,21251,0,943,14001,0
17582,21691,0,1105,14378,0
17582,21544,0,1308,14252,0
17582,21544,0,1145,14252,0
17582,21837,0,1226,14504,0
17582,21544,0,1044,14252,0
19180,21544,0,1064,14629,0
17582,21251,0,1267,14001,0
17582,21398,0,1044,14127,0
17582,21837,0,1064,14504,0
17582,21691,0,983,14378,0
17582,21837,0,915,14504,0
17582,21837,0,1105,14504,0
17582,21837,0,902,14504,0
16783,21837,0,1105,14316,0
17582,21969,0,1084,14618,0
17582,21969,0,1308,14618,0
16783,21969,0,1186,14429,0
17049,22101,0,1145,14605,0
15984,22198,0,1166,14437,0
17582,22394,0,1105,14983,0
17049,22609,0,1078,15040,0
17582,22716,0,1348,15260,0
15984,22555,0,1308,14741,0
15984,22716,0,1267,14879,0
17582,23009,0,1308,15512,0
15984,22716,0,1247,14879,0
15984,22716,0,1267,14879,0
17582,23302,0,1226,15764,0
15984,23009,0,1226,15129,0
15984,23302,0,1226,15379,0
15984,23302,0,1186,15379,0
15984,23302,0,1389,15379,0
15984,23434,0,1166,15492,0
15984,23565,0,1172,15605,0
15984,23858,0,861,15855,0
15984,23858,0,1064,15855,0
15984,23858,0,1105,15855,0
15984,24019,0,1064,15993,0
15984,24181,0,983,16130,0
15984,24181,0,1186,16130,0
15984,24376,0,1362,16297,0
15984,24254,0,1186,16193,0
15984,24474,0,1125,16381,0
15984,24327,0,1145,16256,0
15984,24181,0,1226,16130,0
15984,24181,0,1172,16130,0
15984,24181,0,1044,16130,0
15984,24181,0,1226,16130,0
16383,24254,0,1125,16290,0
16383,24327,0,1155,16353,0
16783,24474,0,1247,16576,0
15984,24181,0,1328,16130,0
15984,24474,0,1389,16381,0
15984,24474,0,1308,16381,0
15984,24376,0,1226,16297,0
17582,24766,0,1267,17023,0
15984,24571,0,1321,16464,0
16783,24620,0,1226,16701,0
15984,24766,0,1125,16631,0
15984,24766,0,1125,16631,0
15984,24766,0,1064,16631,0
16516,24854,0,1389,16837,0
15984,24766,0,1389,16631,0
15984,25030,0,1186,16857,0
15984,24964,0,1064,16800,0
15984,25030,0,1105,16857,0
15984,25177,0,1105,16982,0
16516,25225,0,1186,17155,0
15984,25177,0,1105,16982,0
15984,25323,0,1084,17107,0
15984,25484,0,1084,17245,0
15984,25645,0,1105,17382,0
15984,25792,0,1145,17508,0
15984,25938,0,1226,17633,0
15984,26085,0,1186,17758,0
15984,26231,0,1308,17883,0
15984,26085,0,1145,17758,0
15984,26231,0,1084,17883,0
15105,26363,0,1105,17777,0
15984,26641,0,861,18234,0
15984,26788,0,1105,18359,0
15984,26788,0,1226,18359,0
15105,26788,0,1206,18138,0
14225,26788,0,1145,17919,0
15105,26788,0,1226,18138,0
14811,27002,0,1281,18248,0
14811,27110,0,1362,18339,0
14225,27403,0,943,18441,0
14225,27403,0,1044,18441,0
15984,27403,0,943,18885,0
14225,27403,0,1226,18441,0
14225,27403,0,1328,18441,0
14225,27403,0,1328,18441,0
14225,27696,0,1159,18690,0
14225,27696,0,1105,18690,0
14225,27828,0,1044,18802,0
14225,27828,0,1247,18802,0
14225,27696,0,1145,18690,0
14225,27959,0,1064,18914,0
14225,27959,0,1125,18914,0
14225,27959,0,1267,18914,0
14225,27959,0,1064,18914,0
14225,27959,0,1024,18914,0
14225,27959,0,1024,18914,0
14225,28252,0,1105,19162,0
14225,28252,0,1226,19162,0
12627,28252,0,902,18756,0
14225,28867,0,1064,19685,0
14225,28867,0,1024,19685,0
13160,28867,0,1118,19412,0
12627,28574,0,1024,19028,0
13160,28867,0,1132,19412,0
14225,28867,0,915,19685,0
13426,28867,0,983,19480,0
14225,28867,0,1024,19685,0
14225,28867,0,1145,19685,0
14225,28721,0,1186,19560,0
14225,28867,0,1166,19685,0
14225,28867,0,1125,19685,0
14225,28867,0,1253,19685,0
14225,29160,0,1145,19934,0
14225,29424,0,1105,20158,0
14225,29570,0,679,20282,0
14225,29160,0,821,19934,0
14225,29087,0,1226,19871,0
14225,29160,0,1054,19934,0
14225,29160,0,1145,19934,0
14225,29424,0,1226,20158,0
14225,29160,0,1051,19934,0
14225,29424,0,983,20158,0
14225,29424,0,1024,20158,0
14225,29424,0,1003,20158,0
14225,29570,0,1308,20282,0
14225,29717,0,1226,20406,0
14225,29727,0,1132,20415,0
14225,29878,0,1166,20543,0
14225,30039,0,1206,20680,0
14225,30039,0,1125,20680,0
14225,30332,0,1024,20929,0
14225,30332,0,1024,20929,0
14225,30332,0,1044,20929,0
12627,30332,0,1145,20512,0
14225,30625,0,1267,21178,0
14225,30757,0,1166,21290,0
14225,30889,0,1024,21402,0
14225,30889,0,1145,21402,0
12627,30625,0,1125,20759,0
12627,30713,0,1226,20834,0
12627,30889,0,1186,20982,0
12627,30889,0,1348,20982,0
12627,30889,0,1267,20982,0
12627,30889,0,1024,20982,0
12627,30889,0,1024,20982,0
12627,30889,0,983,20982,0
12627,31084,0,983,21147,0
12627,31182,0,1247,21229,0
12627,31504,0,1267,21501,0
12627,31182,0,1186,21229,0
12627,31504,0,1105,21501,0
12627,31504,0,1145,21501,0
12627,31504,0,1253,21501,0
12627,31504,0,1037,21501,0
12627,31504,0,1267,21501,0
12627,31504,0,1287,21501,0
12627,31797,0,1105,21749,0
12627,31943,0,1145,21872,0
12627,32090,0,963,21996,0
11908,32090,0,902,21805,0
12627,32090,0,1186,21996,0
12627,32090,0,1226,21996,0
12627,32353,0,1145,22219,0
11188,32353,0,1064,21836,0
11188,32500,0,983,21959,0
11188,32646,0,1105,22082,0
11668,32861,0,1064,22390,0
12627,32968,0,1024,22738,0
11188,32807,0,1024,22217,0
11908,32807,0,1226,22409,0
12627,32353,0,1064,22219,0
11908,32353,0,1145,22027,0
12627,32353,0,1003,22219,0
12627,32353,0,1084,22219,0
12627,32353,0,922,22219,0
12627,32353,0,1024,22219,0
12627,32353,0,983,22219,0
12627,32353,0,888,22219,0
12627,32353,0,1064,22219,0
12627,32353,0,1024,22219,0
12627,32500,0,1166,22342,0
12627,32353,0,1084,22219,0
12627,32807,0,943,22602,0
12627,33115,0,841,22862,0
12627,33115,0,821,22862,0
12627,33408,0,841,23109,0
12627,33066,0,767,22821,0
12627,33261,0,760,22986,0
12627,33554,0,719,23233,0
12147,33642,0,902,23178,0
11188,33818,0,1024,23066,0
11908,33964,0,1084,23384,0
11188,34111,0,1125,23312,0
11188,34111,0,922,23312,0
11188,34111,0,922,23312,0
11188,34272,0,1044,23447,0
11188,34433,0,983,23583,0
11188,34433,0,719,23583,0
11188,34433,0,841,23583,0
11188,34272,0,1003,23447,0
11188,34433,0,963,23583,0
11188,34433,0,1064,23583,0
11188,34433,0,983,23583,0
11188,34433,0,1125,23583,0
11188,34531,0,1159,23665,0
11188,34628,0,1091,23747,0
11188,34726,0,1105,23829,0
10389,34726,0,1084,23611,0
11188,34872,0,943,23952,0
10389,34872,0,1044,23733,0
10389,34872,0,1125,23733,0
11188,35019,0,1003,24075,0
9590,34726,0,902,23393,0
11188,35019,0,922,24075,0
11188,35019,0,1105,24075,0
9590,34726,0,1024,23393,0
10656,35107,0,1091,24002,0
10389,35151,0,1145,23966,0
10389,35283,0,1024,24077,0
11188,35737,0,1105,24678,0
11188,35737,0,1166,24678,0
9590,35575,0,1064,24102,0
9590,35429,0,902,23980,0
10389,35737,0,983,24457,0
10389,35737,0,1044,24457,0
9590,35575,0,1064,24102,0
11188,35898,0,1145,24813,0
10389,35737,0,1145,24457,0
9590,35575,0,1287,24102,0
10389,35737,0,1247,24457,0
11188,36044,0,1003,24936,0
11188,35898,0,1044,24813,0
9590,35575,0,841,24102,0
11188,35898,0,780,24813,0
11188,35575,0,821,24542,0
10656,35478,0,821,24314,0
11188,35575,0,1064,24542,0
11188,35898,0,1105,24813,0
10389,35575,0,1064,24322,0
11188,35737,0,1003,24678,0
11188,36044,0,1024,24936,0
10389,35737,0,1145,24457,0
11188,36044,0,1044,24936,0
11188,36044,0,1003,24936,0
11188,36044,0,1267,24936,0
11188,36191,0,1064,25059,0
11188,36191,0,1024,25059,0
10656,36191,0,1091,24911,0
11188,35898,0,1024,24813,0
11188,35898,0,1024,24813,0
11188,36044,0,1044,24936,0
11188,35898,0,1024,24813,0
11188,36386,0,1091,25223,0
11188,36191,0,943,25059,0
9590,36191,0,1024,24616,0
10656,36191,0,1132,24911,0
11188,36191,0,1105,25059,0
10389,36484,0,902,25083,0
10389,36615,0,1024,25193,0
10389,36615,0,1084,25193,0
10389,36747,0,801,25304,0
10389,36894,0,821,25426,0
9590,36747,0,780,25081,0
9590,36747,0,983,25081,0
10389,36894,0,902,25426,0
9590,36747,0,1024,25081,0
11188,37040,0,1024,25773,0
9590,36747,0,1078,25081,0
10123,36942,0,970,25393,0
9590,37040,0,780,25325,0
9590,37040,0,1024,25325,0
9590,37040,0,1132,25325,0
9590,37040,0,1024,25325,0
9590,37040,0,1044,25325,0
9590,37255,0,1051,25505,0
9590,37362,0,1003,25594,0
9590,37201,0,983,25460,0
9590,37362,0,1105,25594,0
8791,37362,0,1145,25370,0
9590,37362,0,1024,25594,0
9590,37362,0,1064,25594,0
9590,37362,0,1125,25594,0
9590,37655,0,1084,25839,0
7992,37802,0,1105,25512,0
8791,37802,0,1186,25736,0
8791,37948,0,1166,25858,0
7992,37948,0,1172,25633,0
8791,37948,0,1105,25858,0
8391,37875,0,993,25685,0
9590,37948,0,902,26084,0
9590,37655,0,1226,25839,0
9590,37509,0,983,25717,0
9590,37753,0,970,25921,0
9590,37362,0,943,25594,0
9590,37362,0,983,25594,0
9590,37362,0,1024,25594,0
9590,37362,0,1084,25594,0
9590,37362,0,1105,25594,0
9590,37362,0,1105,25594,0
9590,37509,0,1186,25717,0
9590,37362,0,1084,25594,0
9590,37655,0,875,25839,0
9590,37509,0,922,25717,0
9590,37948,0,983,26084,0
9590,37850,0,1010,26002,0
9590,37802,0,1125,25961,0
9590,37948,0,1084,26084,0
9590,38212,0,1105,26304,0
9590,38212,0,963,26304,0
9590,38212,0,922,26304,0
9590,38212,0,861,26304,0
9590,38212,0,699,26304,0
9590,38358,0,841,26426,0
9590,38505,0,922,26549,0
9590,38505,0,1064,26549,0
9590,38505,0,902,26549,0
9590,38505,0,1105,26549,0
9590,38505,0,1226,26549,0
8791,38505,0,1064,26322,0
9590,38612,0,1003,26638,0
8791,38666,0,1091,26456,0
9590,38505,0,1348,26549,0
8791,38505,0,1145,26322,0
8791,38505,0,1186,26322,0
8791,38666,0,1186,26456,0
7992,38827,0,1084,26363,0
9590,38827,0,983,26818,0
7992,38925,0,970,26444,0
7992,38827,0,902,26363,0
7992,38827,0,861,26363,0
8791,38827,0,943,26590,0
8791,38827,0,1044,26590,0
7992,38827,0,983,26363,0
7992,39120,0,922,26606,0
7992,39022,0,983,26525,0
7992,39120,0,1044,26606,0
7992,39120,0,970,26606,0
7992,39120,0,963,26606,0
7992,39120,0,1024,26606,0
7992,39120,0,943,26606,0
7992,39120,0,740,26606,0
7992,39217,0,821,26687,0
7992,39120,0,943,26606,0
9590,39413,0,1024,27307,0
7992,39413,0,963,26849,0
7992,39413,0,1064,26849,0
7992,39413,0,1024,26849,0
7992,39413,0,963,26849,0
7992,39610,0,963,27013,0
7992,39676,0,1166,27068,0
7992,39676,0,1206,27068,0
7992,39676,0,1125,27068,0
7992,39676,0,1294,27068,0
7992,39676,0,1064,27068,0
7992,39545,0,983,26959,0
7992,39413,0,1024,26849,0
8791,39266,0,1044,26956,0
7992,39120,0,861,26606,0
7992,39120,0,841,26606,0
7992,39120,0,997,26606,0
7992,39120,0,1186,26606,0
7992,39266,0,1247,26728,0
7992,39266,0,1328,26728,0
7992,39120,0,1064,26606,0
9590,39120,0,1186,27062,0
8524,39120,0,1091,26758,0
7992,39120,0,1105,26606,0
7992,39266,0,1044,26728,0
9057,39315,0,1213,27073,0
9057,39413,0,956,27154,0
9057,39413,0,1024,27154,0
7992,39413,0,983,26849,0
9590,39413,0,1166,27307,0
9590,39413,0,1145,27307,0
7992,39413,0,1064,26849,0
8791,39413,0,1166,27078,0
8524,39774,0,983,27302,0
8791,39823,0,1003,27419,0
7992,39969,0,1226,27311,0
7992,39676,0,983,27068,0
7992,39969,0,821,27311,0
7992,39969,0,882,27311,0
7992,39969,0,943,27311,0
9057,39969,0,1091,27618,0
7992,40292,0,1064,27579,0
7992,40292,0,1145,27579,0
7992,40292,0,1064,27579,0
7992,40292,0,1105,27579,0
7992,40584,0,943,27822,0
7992,40584,0,943,27822,0
7992,40584,0,1014,27822,0
7112,40438,0,902,27447,0
7992,40584,0,1044,27822,0
7992,40584,0,1064,27822,0
6233,40438,0,963,27194,0
7112,40731,0,1105,27689,0
6233,40438,0,1166,27194,0
6819,40389,0,1145,27322,0
6233,40438,0,1105,27194,0
7112,40438,0,821,27447,0
6233,40584,0,1105,27314,0
7992,40877,0,902,28065,0
6233,40584,0,943,27314,0
6233,40877,0,943,27556,0
7112,40877,0,760,27810,0
6233,40877,0,1064,27556,0
6233,40877,0,1125,27556,0
6233,40877,0,1024,27556,0
6233,41009,0,1024,27665,0
6233,41141,0,1024,27773,0
6233,41141,0,848,27773,0
6233,41141,0,1064,27773,0
6233,41009,0,1024,27665,0
6233,41009,0,1084,27665,0
6233,41009,0,943,27665,0
6233,40877,0,983,27556,0
6233,41141,0,983,27773,0
6233,40965,0,1362,27628,0
7992,41141,0,1389,28284,0
6233,41141,0,1105,27773,0
6233,41141,0,1145,27773,0
6233,41288,0,1024,27894,0
6233,41434,0,861,28015,0
6233,41434,0,915,28015,0
6233,41541,0,1078,28104,0
6233,41595,0,1044,28148,0
6233,41434,0,882,28015,0
6233,41239,0,1159,27854,0
6819,41346,0,1145,28113,0
6233,41434,0,983,28015,0
6233,41434,0,841,28015,0
6233,41434,0,861,28015,0
6233,41288,0,1064,27894,0
6233,41288,0,1166,27894,0
6233,41288,0,1105,27894,0
6233,41434,0,1226,28015,0
6233,41756,0,1172,28281,0
6233,41756,0,983,28281,0
6233,41903,0,882,28401,0
6233,42049,0,970,28522,0
4635,42049,0,1186,28056,0
5434,41903,0,882,28168,0
6233,42049,0,983,28522,0
6233,41756,0,1064,28281,0
6233,41903,0,922,28401,0
6233,42049,0,861,28522,0
6233,41951,0,821,28442,0
6233,42049,0,1105,28522,0
6233,42049,0,943,28522,0
6233,42049,0,861,28522,0
6233,41903,0,760,28401,0
5701,42049,0,983,28367,0
6233,42049,0,983,28522,0
6233,42049,0,1125,28522,0
6233,42049,0,1105,28522,0
6233,42049,0,1132,28522,0
6233,42049,0,1105,28522,0
5434,42196,0,1105,28409,0
6233,42049,0,1145,28522,0
6233,42049,0,902,28522,0
6233,42049,0,1064,28522,0
6233,42049,0,1024,28522,0
6233,42049,0,983,28522,0
6233,42049,0,970,28522,0
5434,42049,0,963,28289,0
6233,42049,0,943,28522,0
6233,42196,0,963,28643,0
4635,42342,0,922,28296,0
6233,42342,0,983,28764,0
5434,42342,0,1003,28530,0
4635,42342,0,983,28296,0
5434,42342,0,740,28530,0
6233,42342,0,821,28764,0
5701,42342,0,1064,28608,0
5434,42196,0,1024,28409,0
4635,42196,0,1024,28176,0
6233,42244,0,1145,28683,0
6233,41756,0,1024,28281,0
6233,42049,0,983,28522,0
6233,41903,0,983,28401,0
6233,42049,0,983,28522,0
6233,41903,0,983,28401,0
6233,41756,0,861,28281,0
6233,41951,0,1010,28442,0
6233,41756,0,1226,28281,0
6819,41756,0,1064,28452,0
6233,41756,0,1105,28281,0
7112,41756,0,861,28537,0
6233,41756,0,902,28281,0
6233,41595,0,780,28148,0
6233,41756,0,983,28281,0
6233,41756,0,841,28281,0
6233,41756,0,902,28281,0
7112,41756,0,963,28537,0
7112,41756,0,882,28537,0
6233,41756,0,1037,28281,0
6233,41756,0,1125,28281,0
6233,41756,0,1051,28281,0
6233,41756,0,963,28281,0
6233,41756,0,983,28281,0
6233,41756,0,1247,28281,0
6233,42049,0,963,28522,0
6233,42049,0,902,28522,0
7992,42342,0,1044,29282,0
6233,42049,0,1003,28522,0
6233,42196,0,841,28643,0
6233,42342,0,861,28764,0
6233,42342,0,943,28764,0
6233,42342,0,861,28764,0
6233,42342,0,882,28764,0
6233,42342,0,848,28764,0
6233,42342,0,760,28764,0
6233,42342,0,780,28764,0
6233,42342,0,1024,28764,0
6233,42342,0,1003,28764,0
6233,42342,0,821,28764,0
6233,42342,0,983,28764,0
6233,42342,0,841,28764,0
6233,42474,0,882,28873,0
5434,42342,0,841,28530,0
4635,42474,0,841,28404,0
5434,42342,0,841,28530,0
6233,42474,0,963,28873,0
4635,42606,0,943,28512,0
5434,42606,0,821,28746,0
4635,42606,0,861,28512,0
5168,42606,0,740,28668,0
6233,42606,0,943,28981,0
4635,42606,0,1084,28512,0
4635,42606,0,1064,28512,0
6233,42606,0,922,28981,0
4635,42752,0,983,28632,0
4635,42899,0,963,28752,0
6233,42899,0,1024,29223,0
4635,42899,0,821,28752,0
4635,43113,0,902,28928,0
4635,43221,0,875,29016,0
6233,42899,0,1024,29223,0
5168,42801,0,902,28829,0
4635,42606,0,882,28512,0
4635,42899,0,875,28752,0
4635,42606,0,861,28512,0
6233,42606,0,1064,28981,0
5168,42606,0,1172,28668,0
4635,42606,0,1064,28512,0
4635,42606,0,1064,28512,0
5168,42606,0,956,28668,0
6233,42606,0,963,28981,0
6233,42606,0,943,28981,0
6233,42606,0,1024,28981,0
6233,42606,0,902,28981,0
6233,42342,0,861,28764,0
6233,42606,0,861,28981,0
6233,42606,0,956,28981,0
6233,42606,0,726,28981,0
6233,42606,0,943,28981,0
6233,42606,0,821,28981,0
5434,42606,0,780,28746,0
6233,42606,0,740,28981,0
6233,42606,0,983,28981,0
5434,43060,0,983,29120,0
5168,43006,0,1078,28997,0
4635,42899,0,1024,28752,0
4635,42606,0,1024,28512,0
4635,42899,0,943,28752,0
6233,42899,0,943,29223,0
4635,43060,0,1044,28884,0
6233,42899,0,993,29223,0
4635,43060,0,943,28884,0
5434,43221,0,841,29252,0
5701,43221,0,861,29331,0
