"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station"
479,2013,3,20,22,81,96,7,54,1000,29,2.8,1012.7,-2.7,0,"SW",2.2,"Aotizhongxin"
480,2013,3,20,23,106,106,7,50,1000,32,2.2,1011.8,-2.9,0,"WSW",1.9,"Aotizhongxin"
481,2013,3,21,0,92,108,8,51,1000,26,1.9,1011.3,-2.6,0,"SW",2.3,"Aotizhongxin"
482,2013,3,21,1,112,116,7,47,1100,25,1.7,1010.6,-2.8,0,"SW",2.4,"Aotizhongxin"
483,2013,3,21,2,97,105,7,44,1000,23,1,1009.6,-2.8,0,"WNW",1,"Aotizhongxin"
484,2013,3,21,3,103,106,7,46,800,19,-0.8,1008.9,-2.7,0,"NW",0.5,"Aotizhongxin"
485,2013,3,21,4,78,80,6,56,900,9,-1.7,1008.5,-3,0,"WNW",0.7,"Aotizhongxin"
486,2013,3,21,5,73,79,6,54,900,9,-1.7,1008,-2.7,0,"ESE",0.1,"Aotizhongxin"
487,2013,3,21,6,73,83,5,58,900,3,-0.6,1007.6,-2.2,0,"ENE",1.5,"Aotizhongxin"
488,2013,3,21,7,112,114,6,68,1399,2,0.2,1006.9,-2,0,"N",0.7,"Aotizhongxin"
489,2013,3,21,8,116,119,8,70,1600,2,1.4,1005.9,-1.8,0,"NNE",1.6,"Aotizhongxin"
490,2013,3,21,9,120,129,12,71,1800,2,2.7,1005.3,-2.2,0,"N",1.6,"Aotizhongxin"
491,2013,3,21,10,130,141,23,75,1700,2,3.7,1004.5,-1.9,0,"NNW",1.7,"Aotizhongxin"
492,2013,3,21,11,142,163,39,82,1700,6,5,1003,-1.9,0,"ENE",2.4,"Aotizhongxin"
493,2013,3,21,12,162,172,44,88,1600,10,6.2,1002.1,-1.5,0,"ENE",2,"Aotizhongxin"
494,2013,3,21,13,178,187,44,90,1600,15,6.9,1001.3,-1.3,0,"NNE",3,"Aotizhongxin"
495,2013,3,21,14,181,194,42,101,1700,18,7.5,1000.4,-1.2,0,"NNW",1.4,"Aotizhongxin"
496,2013,3,21,15,187,202,38,98,1600,26,7.7,1000,-0.8,0,"ENE",1.4,"Aotizhongxin"
497,2013,3,21,16,188,205,40,107,1600,22,7.7,999.8,-0.8,0,"N",1.7,"Aotizhongxin"
498,2013,3,21,17,187,211,40,114,1600,20,6.9,1000.2,-0.1,0,"NNW",2.3,"Aotizhongxin"
499,2013,3,21,18,190,221,34,122,1600,15,6.1,1001.4,0,0,"N",1.1,"Aotizhongxin"
500,2013,3,21,19,202,240,24,129,1700,7,5.5,1002.5,0.1,0,"NE",1.4,"Aotizhongxin"
